"region","supplysector","tranSubsector","year","sce","base.service"
"Europe_Non_EU","trn_pass_road_LDV_urban","2W and 3W",2005,"CORE",13701.6754634329
"Europe_Non_EU","trn_pass_road_LDV_urban","2W and 3W",2010,"CORE",17304.3910413214
"Europe_Non_EU","trn_pass_road_LDV_urban","2W and 3W",2015,"CORE",21802.2595954816
"Europe_Non_EU","trn_pass_road_LDV_urban","2W and 3W",2021,"CORE",26977.8860480433
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Car",1975,"CORE",78047.9275384453
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Car",1990,"CORE",136069.451579862
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Car",2005,"CORE",167704.209797851
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Car",2010,"CORE",207611.513883823
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Car",2015,"CORE",295988.185348929
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Car",2021,"CORE",378192.61889473
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Large Car and Truck",1975,"CORE",10328.6306351138
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Large Car and Truck",1990,"CORE",19368.3075120873
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Large Car and Truck",2005,"CORE",22335.4431840393
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Large Car and Truck",2010,"CORE",28582.3886696932
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Large Car and Truck",2015,"CORE",47448.0473488177
"Europe_Non_EU","trn_pass_road_LDV_4W_urban","Large Car and Truck",2021,"CORE",62049.5265489765
"European Free Trade Association","trn_pass_urban","Cycle",1975,"CORE",1204
"European Free Trade Association","trn_pass_urban","Cycle",1990,"CORE",1277
"European Free Trade Association","trn_pass_urban","Cycle",2005,"CORE",1407
"European Free Trade Association","trn_pass_urban","Cycle",2010,"CORE",1485
"European Free Trade Association","trn_pass_urban","Cycle",2015,"CORE",1573
"European Free Trade Association","trn_pass_urban","Cycle",2021,"CORE",1648
"European Free Trade Association","trn_pass_urban","Passenger Rail",1975,"CORE",9564.01297240024
"European Free Trade Association","trn_pass_urban","Passenger Rail",1990,"CORE",12451.1838523332
"European Free Trade Association","trn_pass_urban","Passenger Rail",2005,"CORE",13632.702748461
"European Free Trade Association","trn_pass_urban","Passenger Rail",2010,"CORE",13217.7578676162
"European Free Trade Association","trn_pass_urban","Passenger Rail",2015,"CORE",15632.7972998788
"European Free Trade Association","trn_pass_urban","Passenger Rail",2021,"CORE",20023.4727295222
"European Free Trade Association","trn_pass_urban","Walk",1975,"CORE",3611
"European Free Trade Association","trn_pass_urban","Walk",1990,"CORE",3831
"European Free Trade Association","trn_pass_urban","Walk",2005,"CORE",4221
"European Free Trade Association","trn_pass_urban","Walk",2010,"CORE",4454
"European Free Trade Association","trn_pass_urban","Walk",2015,"CORE",4718
"European Free Trade Association","trn_pass_urban","Walk",2021,"CORE",4944
"European Free Trade Association","trn_pass_road_urban","Bus",1975,"CORE",7635.13322995338
"European Free Trade Association","trn_pass_road_urban","Bus",1990,"CORE",11808.2067662965
"European Free Trade Association","trn_pass_road_urban","Bus",2005,"CORE",14369.4844051545
"European Free Trade Association","trn_pass_road_urban","Bus",2010,"CORE",16802.0203047427
"European Free Trade Association","trn_pass_road_urban","Bus",2015,"CORE",19943.5089744598
"European Free Trade Association","trn_pass_road_urban","Bus",2021,"CORE",18924.631302525
"European Free Trade Association","trn_pass_road_LDV_urban","2W and 3W",1975,"CORE",1977.16514557873
"European Free Trade Association","trn_pass_road_LDV_urban","2W and 3W",1990,"CORE",3057.80384454917
"European Free Trade Association","trn_pass_road_LDV_urban","2W and 3W",2005,"CORE",3620.34843820816
"European Free Trade Association","trn_pass_road_LDV_urban","2W and 3W",2010,"CORE",3897.07740207856
"European Free Trade Association","trn_pass_road_LDV_urban","2W and 3W",2015,"CORE",3949.19625741757
"European Free Trade Association","trn_pass_road_LDV_urban","2W and 3W",2021,"CORE",3839.38320841746
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Car",1975,"CORE",39857.183411856
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Car",1990,"CORE",61641.8682533911
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Car",2005,"CORE",72984.3734569792
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Car",2010,"CORE",78461.4023532768
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Car",2015,"CORE",79410.5936778218
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Car",2021,"CORE",77062.8588964763
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Large Car and Truck",1975,"CORE",8990.5407244103
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Large Car and Truck",1990,"CORE",13904.4875558776
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Large Car and Truck",2005,"CORE",16463.098006894
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Large Car and Truck",2010,"CORE",17725.0100939519
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Large Car and Truck",2015,"CORE",17968.1673147771
"European Free Trade Association","trn_pass_road_LDV_4W_urban","Large Car and Truck",2021,"CORE",17469.8427784412
"India","trn_pass_urban","Cycle",1975,"CORE",209368
"India","trn_pass_urban","Cycle",1990,"CORE",292282
"India","trn_pass_urban","Cycle",2005,"CORE",387707
"India","trn_pass_urban","Cycle",2010,"CORE",416576
"India","trn_pass_urban","Cycle",2015,"CORE",444195
"India","trn_pass_urban","Cycle",2021,"CORE",472635
"India","trn_pass_urban","Passenger Rail",1975,"CORE",69424.983423068
"India","trn_pass_urban","Passenger Rail",1990,"CORE",153776.754786285
"India","trn_pass_urban","Passenger Rail",2005,"CORE",344747.155017173
"India","trn_pass_urban","Passenger Rail",2010,"CORE",514430.067588159
"India","trn_pass_urban","Passenger Rail",2015,"CORE",670526.286464934
"India","trn_pass_urban","Passenger Rail",2021,"CORE",788073.537488237
"India","trn_pass_urban","Walk",1975,"CORE",395473
"India","trn_pass_urban","Walk",1990,"CORE",552088
"India","trn_pass_urban","Walk",2005,"CORE",732335
"India","trn_pass_urban","Walk",2010,"CORE",786865
"India","trn_pass_urban","Walk",2015,"CORE",839034
"India","trn_pass_urban","Walk",2021,"CORE",892754
"India","trn_pass_road_urban","Bus",1975,"CORE",64791.9675397361
"India","trn_pass_road_urban","Bus",1990,"CORE",144905.50402454
"India","trn_pass_road_urban","Bus",2005,"CORE",333188.309026565
"India","trn_pass_road_urban","Bus",2010,"CORE",570121.038793828
"India","trn_pass_road_urban","Bus",2015,"CORE",771253.255958195
"India","trn_pass_road_urban","Bus",2021,"CORE",950028.48669349
"India","trn_pass_road_LDV_urban","2W and 3W",1975,"CORE",88637.6836114342
"India","trn_pass_road_LDV_urban","2W and 3W",1990,"CORE",198235.387275386
"India","trn_pass_road_LDV_urban","2W and 3W",2005,"CORE",422364.804312185
"India","trn_pass_road_LDV_urban","2W and 3W",2010,"CORE",738040.665794649
"India","trn_pass_road_LDV_urban","2W and 3W",2015,"CORE",1030950.78586484
"India","trn_pass_road_LDV_urban","2W and 3W",2021,"CORE",1258326.09893119
"India","trn_pass_road_LDV_4W_urban","Car",1975,"CORE",6768.70109316605
"India","trn_pass_road_LDV_4W_urban","Car",1990,"CORE",15137.9643473998
"India","trn_pass_road_LDV_4W_urban","Car",2005,"CORE",33582.1479755983
"India","trn_pass_road_LDV_4W_urban","Car",2010,"CORE",57799.4582866642
"India","trn_pass_road_LDV_4W_urban","Car",2015,"CORE",79401.6012210119
"India","trn_pass_road_LDV_4W_urban","Car",2021,"CORE",97132.6676742258
"India","trn_pass_road_LDV_4W_urban","Large Car and Truck",1975,"CORE",3002.57109481908
"India","trn_pass_road_LDV_4W_urban","Large Car and Truck",1990,"CORE",6715.21278784164
"India","trn_pass_road_LDV_4W_urban","Large Car and Truck",2005,"CORE",13931.6001983488
"India","trn_pass_road_LDV_4W_urban","Large Car and Truck",2010,"CORE",24233.1851919617
"India","trn_pass_road_LDV_4W_urban","Large Car and Truck",2015,"CORE",33822.530951959
"India","trn_pass_road_LDV_4W_urban","Large Car and Truck",2021,"CORE",40578.6118115967
"India","trn_pass_road_LDV_4W_urban","Mini Car",1975,"CORE",3516.743579546
"India","trn_pass_road_LDV_4W_urban","Mini Car",1990,"CORE",7865.13076138098
"India","trn_pass_road_LDV_4W_urban","Mini Car",2005,"CORE",16317.2786995184
"India","trn_pass_road_LDV_4W_urban","Mini Car",2010,"CORE",27702.001203417
"India","trn_pass_road_LDV_4W_urban","Mini Car",2015,"CORE",37872.2387939418
"India","trn_pass_road_LDV_4W_urban","Mini Car",2021,"CORE",44106.890762156
"Indonesia","trn_pass_urban","Cycle",1975,"CORE",24166
"Indonesia","trn_pass_urban","Cycle",1990,"CORE",33548
"Indonesia","trn_pass_urban","Cycle",2005,"CORE",42139
"Indonesia","trn_pass_urban","Cycle",2010,"CORE",44940
"Indonesia","trn_pass_urban","Cycle",2015,"CORE",47717
"Indonesia","trn_pass_urban","Cycle",2021,"CORE",50417
"Indonesia","trn_pass_urban","Passenger Rail",1975,"CORE",1245.50149005251
"Indonesia","trn_pass_urban","Passenger Rail",1990,"CORE",3329.01731886267
"Indonesia","trn_pass_urban","Passenger Rail",2005,"CORE",7211.66527424793
"Indonesia","trn_pass_urban","Passenger Rail",2010,"CORE",9294.72364884079
"Indonesia","trn_pass_urban","Passenger Rail",2015,"CORE",15387.5687051052
"Indonesia","trn_pass_urban","Passenger Rail",2021,"CORE",18261.0365245495
"Indonesia","trn_pass_urban","Walk",1975,"CORE",45646
"Indonesia","trn_pass_urban","Walk",1990,"CORE",63369
"Indonesia","trn_pass_urban","Walk",2005,"CORE",79596
"Indonesia","trn_pass_urban","Walk",2010,"CORE",84888
"Indonesia","trn_pass_urban","Walk",2015,"CORE",90132
"Indonesia","trn_pass_urban","Walk",2021,"CORE",95233
"Indonesia","trn_pass_road_urban","Bus",1975,"CORE",44135.8887961611
"Indonesia","trn_pass_road_urban","Bus",1990,"CORE",117964.846061628
"Indonesia","trn_pass_road_urban","Bus",2005,"CORE",255776.866421557
"Indonesia","trn_pass_road_urban","Bus",2010,"CORE",329567.597263375
"Indonesia","trn_pass_road_urban","Bus",2015,"CORE",490240.472275439
"Indonesia","trn_pass_road_urban","Bus",2021,"CORE",578654.955311532
"Indonesia","trn_pass_road_LDV_urban","2W and 3W",1975,"CORE",61055.0026004061
"Indonesia","trn_pass_road_LDV_urban","2W and 3W",1990,"CORE",163185.956185667
"Indonesia","trn_pass_road_LDV_urban","2W and 3W",2005,"CORE",353526.366445219
"Indonesia","trn_pass_road_LDV_urban","2W and 3W",2010,"CORE",472576.275711262
"Indonesia","trn_pass_road_LDV_urban","2W and 3W",2015,"CORE",729472.324080855
"Indonesia","trn_pass_road_LDV_urban","2W and 3W",2021,"CORE",904505.035356804
"Indonesia","trn_pass_road_LDV_4W_urban","Car",1975,"CORE",10118.8334712784
"Indonesia","trn_pass_road_LDV_4W_urban","Car",1990,"CORE",27045.3456198477
"Indonesia","trn_pass_road_LDV_4W_urban","Car",2005,"CORE",58615.3874089913
"Indonesia","trn_pass_road_LDV_4W_urban","Car",2010,"CORE",76491.7015045955
"Indonesia","trn_pass_road_LDV_4W_urban","Car",2015,"CORE",115750.961709716
"Indonesia","trn_pass_road_LDV_4W_urban","Car",2021,"CORE",139162.033866917
"Indonesia","trn_pass_road_LDV_4W_urban","Large Car and Truck",1975,"CORE",2885.00696678751
"Indonesia","trn_pass_road_LDV_4W_urban","Large Car and Truck",1990,"CORE",7710.95166583144
"Indonesia","trn_pass_road_LDV_4W_urban","Large Car and Truck",2005,"CORE",16711.9075452272
"Indonesia","trn_pass_road_LDV_4W_urban","Large Car and Truck",2010,"CORE",22344.8343398573
"Indonesia","trn_pass_road_LDV_4W_urban","Large Car and Truck",2015,"CORE",34520.4956662368
"Indonesia","trn_pass_road_LDV_4W_urban","Large Car and Truck",2021,"CORE",42754.4274478773
"Indonesia","trn_pass_road_LDV_4W_urban","Mini Car",1975,"CORE",3957.69949844855
"Indonesia","trn_pass_road_LDV_4W_urban","Mini Car",1990,"CORE",10578.0137952774
"Indonesia","trn_pass_road_LDV_4W_urban","Mini Car",2005,"CORE",22925.7397726458
"Indonesia","trn_pass_road_LDV_4W_urban","Mini Car",2010,"CORE",29917.759616294
"Indonesia","trn_pass_road_LDV_4W_urban","Mini Car",2015,"CORE",45273.370455785
"Indonesia","trn_pass_road_LDV_4W_urban","Mini Car",2021,"CORE",54430.4249871763
"Japan","trn_pass_urban","Cycle",1975,"CORE",11619
"Japan","trn_pass_urban","Cycle",1990,"CORE",12784
"Japan","trn_pass_urban","Cycle",2005,"CORE",13209
"Japan","trn_pass_urban","Cycle",2010,"CORE",13241
"Japan","trn_pass_urban","Cycle",2015,"CORE",13152
"Japan","trn_pass_urban","Cycle",2021,"CORE",12880
"Japan","trn_pass_urban","Passenger Rail",1975,"CORE",98447.4609669001
"Japan","trn_pass_urban","Passenger Rail",1990,"CORE",126684.09947564
"Japan","trn_pass_urban","Passenger Rail",2005,"CORE",136957.934739839
"Japan","trn_pass_urban","Passenger Rail",2010,"CORE",139597.785367007
"Japan","trn_pass_urban","Passenger Rail",2015,"CORE",133208.489490016
"Japan","trn_pass_urban","Passenger Rail",2021,"CORE",129492.962642838
"Japan","trn_pass_urban","Walk",1975,"CORE",38836
"Japan","trn_pass_urban","Walk",1990,"CORE",42731
"Japan","trn_pass_urban","Walk",2005,"CORE",44152
"Japan","trn_pass_urban","Walk",2010,"CORE",44258
"Japan","trn_pass_urban","Walk",2015,"CORE",43963
"Japan","trn_pass_urban","Walk",2021,"CORE",43051
"Japan","trn_pass_road_urban","Bus",1975,"CORE",20824.286868173
"Japan","trn_pass_road_urban","Bus",1990,"CORE",38649.4429128313
"Japan","trn_pass_road_urban","Bus",2005,"CORE",47449.3506291005
"Japan","trn_pass_road_urban","Bus",2010,"CORE",43419.1237840538
"Japan","trn_pass_road_urban","Bus",2015,"CORE",39633.2786514362
"Japan","trn_pass_road_urban","Bus",2021,"CORE",34170.9475127062
"Japan","trn_pass_road_LDV_urban","2W and 3W",1975,"CORE",22536.0817800306
"Japan","trn_pass_road_LDV_urban","2W and 3W",1990,"CORE",41826.4538899848
"Japan","trn_pass_road_LDV_urban","2W and 3W",2005,"CORE",50520.2343595011
"Japan","trn_pass_road_LDV_urban","2W and 3W",2010,"CORE",47758.5913029492
"Japan","trn_pass_road_LDV_urban","2W and 3W",2015,"CORE",45529.6388528524
"Japan","trn_pass_road_LDV_urban","2W and 3W",2021,"CORE",41595.8569945189
"Japan","trn_pass_road_LDV_4W_urban","Car",1975,"CORE",99989.7854254752
"Japan","trn_pass_road_LDV_4W_urban","Car",1990,"CORE",185578.859575386
"Japan","trn_pass_road_LDV_4W_urban","Car",2005,"CORE",224152.34220187
"Japan","trn_pass_road_LDV_4W_urban","Car",2010,"CORE",211880.866750402
"Japan","trn_pass_road_LDV_4W_urban","Car",2015,"CORE",201973.533590258
"Japan","trn_pass_road_LDV_4W_urban","Car",2021,"CORE",184503.703266075
"Japan","trn_pass_road_LDV_4W_urban","Large Car and Truck",1975,"CORE",42915.130389713
"Japan","trn_pass_road_LDV_4W_urban","Large Car and Truck",1990,"CORE",79649.5543983364
"Japan","trn_pass_road_LDV_4W_urban","Large Car and Truck",2005,"CORE",96205.1127023639
"Japan","trn_pass_road_LDV_4W_urban","Large Car and Truck",2010,"CORE",90944.5728848026
"Japan","trn_pass_road_LDV_4W_urban","Large Car and Truck",2015,"CORE",86698.4439958913
"Japan","trn_pass_road_LDV_4W_urban","Large Car and Truck",2021,"CORE",79206.3623873861
"Japan","trn_pass_road_LDV_4W_urban","Mini Car",1975,"CORE",46431.7611544523
"Japan","trn_pass_road_LDV_4W_urban","Mini Car",1990,"CORE",86176.3462914833
"Japan","trn_pass_road_LDV_4W_urban","Mini Car",2005,"CORE",104088.499773845
"Japan","trn_pass_road_LDV_4W_urban","Mini Car",2010,"CORE",98396.8244045369
"Japan","trn_pass_road_LDV_4W_urban","Mini Car",2015,"CORE",93802.6624704679
"Japan","trn_pass_road_LDV_4W_urban","Mini Car",2021,"CORE",85696.6215769061
"Mexico","trn_pass_urban","Cycle",1975,"CORE",18049
"Mexico","trn_pass_urban","Cycle",1990,"CORE",25131
"Mexico","trn_pass_urban","Cycle",2005,"CORE",32427
"Mexico","trn_pass_urban","Cycle",2010,"CORE",34607
"Mexico","trn_pass_urban","Cycle",2015,"CORE",36950
"Mexico","trn_pass_urban","Cycle",2021,"CORE",38966
"Mexico","trn_pass_urban","Passenger Rail",1975,"CORE",512.56048797133
"Mexico","trn_pass_urban","Passenger Rail",1990,"CORE",1079.32104275693
"Mexico","trn_pass_urban","Passenger Rail",2005,"CORE",1600.40120059847
"Mexico","trn_pass_urban","Passenger Rail",2010,"CORE",1707.71153542812
"Mexico","trn_pass_urban","Passenger Rail",2015,"CORE",1627.21433038132
"Mexico","trn_pass_urban","Passenger Rail",2021,"CORE",2412.92582851906
"Mexico","trn_pass_urban","Walk",1975,"CORE",57515
"Mexico","trn_pass_urban","Walk",1990,"CORE",80082
"Mexico","trn_pass_urban","Walk",2005,"CORE",103328
"Mexico","trn_pass_urban","Walk",2010,"CORE",110276
"Mexico","trn_pass_urban","Walk",2015,"CORE",117741
"Mexico","trn_pass_urban","Walk",2021,"CORE",124165
"Mexico","trn_pass_road_urban","Bus",1975,"CORE",52428.3126360039
"Mexico","trn_pass_road_urban","Bus",1990,"CORE",101389.290066026
"Mexico","trn_pass_road_urban","Bus",2005,"CORE",157870.518158171
"Mexico","trn_pass_road_urban","Bus",2010,"CORE",183330.870696679
"Mexico","trn_pass_road_urban","Bus",2015,"CORE",183230.006598138
"Mexico","trn_pass_road_urban","Bus",2021,"CORE",129821.211281399
"Mexico","trn_pass_road_LDV_urban","2W and 3W",1975,"CORE",15130.7082290195
"Mexico","trn_pass_road_LDV_urban","2W and 3W",1990,"CORE",29260.7005520103
"Mexico","trn_pass_road_LDV_urban","2W and 3W",2005,"CORE",45535.1721856405
"Mexico","trn_pass_road_LDV_urban","2W and 3W",2010,"CORE",54901.1968054549
"Mexico","trn_pass_road_LDV_urban","2W and 3W",2015,"CORE",57023.280765774
"Mexico","trn_pass_road_LDV_urban","2W and 3W",2021,"CORE",42294.5927440397
"Mexico","trn_pass_road_LDV_4W_urban","Car",1975,"CORE",56642.7779039242
"Mexico","trn_pass_road_LDV_4W_urban","Car",1990,"CORE",109539.558390731
"Mexico","trn_pass_road_LDV_4W_urban","Car",2005,"CORE",170576.947867372
"Mexico","trn_pass_road_LDV_4W_urban","Car",2010,"CORE",205592.779812409
"Mexico","trn_pass_road_LDV_4W_urban","Car",2015,"CORE",213600.54227511
"Mexico","trn_pass_road_LDV_4W_urban","Car",2021,"CORE",158635.563620548
"Mexico","trn_pass_road_LDV_4W_urban","Large Car and Truck",1975,"CORE",10605.6140609063
"Mexico","trn_pass_road_LDV_4W_urban","Large Car and Truck",1990,"CORE",20509.8671435456
"Mexico","trn_pass_road_LDV_4W_urban","Large Car and Truck",2005,"CORE",31946.155132303
"Mexico","trn_pass_road_LDV_4W_urban","Large Car and Truck",2010,"CORE",38499.0587213825
"Mexico","trn_pass_road_LDV_4W_urban","Large Car and Truck",2015,"CORE",40002.6782691575
"Mexico","trn_pass_road_LDV_4W_urban","Large Car and Truck",2021,"CORE",29723.1265186156
"Mexico","trn_pass_road_LDV_4W_urban","Mini Car",1975,"CORE",11648.1636654249
"Mexico","trn_pass_road_LDV_4W_urban","Mini Car",1990,"CORE",22525.993973399
"Mexico","trn_pass_road_LDV_4W_urban","Mini Car",2005,"CORE",35095.7065450769
"Mexico","trn_pass_road_LDV_4W_urban","Mini Car",2010,"CORE",42289.2717045747
"Mexico","trn_pass_road_LDV_4W_urban","Mini Car",2015,"CORE",43946.2660134566
"Mexico","trn_pass_road_LDV_4W_urban","Mini Car",2021,"CORE",32670.3458743639
"Middle East","trn_pass_urban","Cycle",1975,"CORE",14194
"Middle East","trn_pass_urban","Cycle",1990,"CORE",24101
"Middle East","trn_pass_urban","Cycle",2005,"CORE",34493
"Middle East","trn_pass_urban","Cycle",2010,"CORE",39662
"Middle East","trn_pass_urban","Cycle",2015,"CORE",44193
"Middle East","trn_pass_urban","Cycle",2021,"CORE",48695
"Middle East","trn_pass_urban","Passenger Rail",1975,"CORE",0
"Middle East","trn_pass_urban","Passenger Rail",1990,"CORE",0
"Middle East","trn_pass_urban","Passenger Rail",2005,"CORE",4080.96853744606
"Middle East","trn_pass_urban","Passenger Rail",2010,"CORE",11841.2787967559
"Middle East","trn_pass_urban","Passenger Rail",2015,"CORE",21649.8323182247
"Middle East","trn_pass_urban","Passenger Rail",2021,"CORE",22393.9498315675
"Middle East","trn_pass_urban","Walk",1975,"CORE",28388
"Middle East","trn_pass_urban","Walk",1990,"CORE",48202
"Middle East","trn_pass_urban","Walk",2005,"CORE",68985
"Middle East","trn_pass_urban","Walk",2010,"CORE",79322
"Middle East","trn_pass_urban","Walk",2015,"CORE",88385
"Middle East","trn_pass_urban","Walk",2021,"CORE",97388
"Middle East","trn_pass_road_urban","Bus",1975,"CORE",61967.4186665955
"Middle East","trn_pass_road_urban","Bus",1990,"CORE",238675.315801493
"Middle East","trn_pass_road_urban","Bus",2005,"CORE",450977.517672186
"Middle East","trn_pass_road_urban","Bus",2010,"CORE",547970.533356265
"Middle East","trn_pass_road_urban","Bus",2015,"CORE",638039.268861478
"Middle East","trn_pass_road_urban","Bus",2021,"CORE",620076.207188675
"Middle East","trn_pass_road_LDV_urban","2W and 3W",1975,"CORE",16183.0356951667
"Middle East","trn_pass_road_LDV_urban","2W and 3W",1990,"CORE",62331.1591314549
"Middle East","trn_pass_road_LDV_urban","2W and 3W",2005,"CORE",117774.910039624
"Middle East","trn_pass_road_LDV_urban","2W and 3W",2010,"CORE",148532.105443377
"Middle East","trn_pass_road_LDV_urban","2W and 3W",2015,"CORE",179770.120343718
"Middle East","trn_pass_road_LDV_urban","2W and 3W",2021,"CORE",183096.618383824
"Middle East","trn_pass_road_LDV_4W_urban","Car",1975,"CORE",76491.3508453159
"Middle East","trn_pass_road_LDV_4W_urban","Car",1990,"CORE",294616.171111453
"Middle East","trn_pass_road_LDV_4W_urban","Car",2005,"CORE",559168.51447438
"Middle East","trn_pass_road_LDV_4W_urban","Car",2010,"CORE",731026.548450877
"Middle East","trn_pass_road_LDV_4W_urban","Car",2015,"CORE",874683.02631733
"Middle East","trn_pass_road_LDV_4W_urban","Car",2021,"CORE",873986.168175329
"Middle East","trn_pass_road_LDV_4W_urban","Large Car and Truck",1975,"CORE",5921.68596118158
"Middle East","trn_pass_road_LDV_4W_urban","Large Car and Truck",1990,"CORE",22808.1076384778
"Middle East","trn_pass_road_LDV_4W_urban","Large Car and Truck",2005,"CORE",43288.8089813046
"Middle East","trn_pass_road_LDV_4W_urban","Large Car and Truck",2010,"CORE",56593.5695078348
"Middle East","trn_pass_road_LDV_4W_urban","Large Car and Truck",2015,"CORE",67714.8480514774
"Middle East","trn_pass_road_LDV_4W_urban","Large Car and Truck",2021,"CORE",67660.8199932162
"Middle East","trn_pass_road_LDV_4W_urban","Mini Car",1975,"CORE",25378.5835463088
"Middle East","trn_pass_road_LDV_4W_urban","Mini Car",1990,"CORE",97748.7794731904
"Middle East","trn_pass_road_LDV_4W_urban","Mini Car",2005,"CORE",185853.544089106
"Middle East","trn_pass_road_LDV_4W_urban","Mini Car",2010,"CORE",248623.238519924
"Middle East","trn_pass_road_LDV_4W_urban","Mini Car",2015,"CORE",298479.998609864
"Middle East","trn_pass_road_LDV_4W_urban","Mini Car",2021,"CORE",299376.408727007
"Pakistan","trn_pass_urban","Cycle",1975,"CORE",12547
"Pakistan","trn_pass_urban","Cycle",1990,"CORE",21256
"Pakistan","trn_pass_urban","Cycle",2005,"CORE",32114
"Pakistan","trn_pass_urban","Cycle",2010,"CORE",35813
"Pakistan","trn_pass_urban","Cycle",2015,"CORE",38854
"Pakistan","trn_pass_urban","Cycle",2021,"CORE",42617
"Pakistan","trn_pass_urban","Passenger Rail",1975,"CORE",651.899135929989
"Pakistan","trn_pass_urban","Passenger Rail",1990,"CORE",1767.1976308942
"Pakistan","trn_pass_urban","Passenger Rail",2005,"CORE",2856.89961659994
"Pakistan","trn_pass_urban","Passenger Rail",2010,"CORE",3074.18883933969
"Pakistan","trn_pass_urban","Passenger Rail",2015,"CORE",4640.61951620989
"Pakistan","trn_pass_urban","Passenger Rail",2021,"CORE",6100.62840785957
"Pakistan","trn_pass_urban","Walk",1975,"CORE",23700
"Pakistan","trn_pass_urban","Walk",1990,"CORE",40150
"Pakistan","trn_pass_urban","Walk",2005,"CORE",60660
"Pakistan","trn_pass_urban","Walk",2010,"CORE",67646
"Pakistan","trn_pass_urban","Walk",2015,"CORE",73391
"Pakistan","trn_pass_urban","Walk",2021,"CORE",80500
"Pakistan","trn_pass_road_urban","Bus",1975,"CORE",15495.219594921
"Pakistan","trn_pass_road_urban","Bus",1990,"CORE",55016.7240210178
"Pakistan","trn_pass_road_urban","Bus",2005,"CORE",137970.655680615
"Pakistan","trn_pass_road_urban","Bus",2010,"CORE",223007.564195104
"Pakistan","trn_pass_road_urban","Bus",2015,"CORE",229299.808443609
"Pakistan","trn_pass_road_urban","Bus",2021,"CORE",273119.672292417
"Pakistan","trn_pass_road_LDV_urban","2W and 3W",1975,"CORE",21435.2677047161
"Pakistan","trn_pass_road_LDV_urban","2W and 3W",1990,"CORE",76107.0648910622
"Pakistan","trn_pass_road_LDV_urban","2W and 3W",2005,"CORE",138875.008995359
"Pakistan","trn_pass_road_LDV_urban","2W and 3W",2010,"CORE",163064.752739605
"Pakistan","trn_pass_road_LDV_urban","2W and 3W",2015,"CORE",248939.519376567
"Pakistan","trn_pass_road_LDV_urban","2W and 3W",2021,"CORE",340764.111039912
"Pakistan","trn_pass_road_LDV_4W_urban","Car",1975,"CORE",3552.55416048254
"Pakistan","trn_pass_road_LDV_4W_urban","Car",1990,"CORE",12613.4890811525
"Pakistan","trn_pass_road_LDV_4W_urban","Car",2005,"CORE",27221.0657537866
"Pakistan","trn_pass_road_LDV_4W_urban","Car",2010,"CORE",38776.7959326013
"Pakistan","trn_pass_road_LDV_4W_urban","Car",2015,"CORE",46650.026792407
"Pakistan","trn_pass_road_LDV_4W_urban","Car",2021,"CORE",58888.5763800977
"Pakistan","trn_pass_road_LDV_4W_urban","Large Car and Truck",1975,"CORE",1012.85052509475
"Pakistan","trn_pass_road_LDV_4W_urban","Large Car and Truck",1990,"CORE",3596.24902249451
"Pakistan","trn_pass_road_LDV_4W_urban","Large Car and Truck",2005,"CORE",7761.01251167234
"Pakistan","trn_pass_road_LDV_4W_urban","Large Car and Truck",2010,"CORE",11327.5430424973
"Pakistan","trn_pass_road_LDV_4W_urban","Large Car and Truck",2015,"CORE",13912.5373783803
"Pakistan","trn_pass_road_LDV_4W_urban","Large Car and Truck",2021,"CORE",18092.2288624284
"Pakistan","trn_pass_road_LDV_4W_urban","Mini Car",1975,"CORE",1389.46084812059
"Pakistan","trn_pass_road_LDV_4W_urban","Mini Car",1990,"CORE",4933.43305523783
"Pakistan","trn_pass_road_LDV_4W_urban","Mini Car",2005,"CORE",10646.8769876859
"Pakistan","trn_pass_road_LDV_4W_urban","Mini Car",2010,"CORE",15166.9379455372
"Pakistan","trn_pass_road_LDV_4W_urban","Mini Car",2015,"CORE",18246.3012006573
"Pakistan","trn_pass_road_LDV_4W_urban","Mini Car",2021,"CORE",23033.2431439306
"Russia","trn_pass_urban","Cycle",1975,"CORE",35677
"Russia","trn_pass_urban","Cycle",1990,"CORE",39452
